id,osm_id,name,category,lat,lon,geom,region,last_osm_update,last_user_update,created_at
1bac1b75-b19b-4d7a-b682-edb610066dac,33064268,Ali Baba,restaurant,46.9539906,7.4307582,0101000020E610000070EF75AD18B91D4080D82D5D1C7A4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
0eebb627-aab9-4794-9de8-bfedb4b40801,33064271,Zebra,restaurant,46.9555998,7.4256783,0101000020E6100000AF772403E5B31D4036882018517A4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
2ba55052-aad7-4b18-b331-aebbb62c84fe,33115811,Glarner Kantonalbank,bank,47.0992524,9.0696129,0101000020E61000006AC2514DA423224056067A4DB48C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
876c0743-c23e-48fb-b365-d9c6c7ce0c11,33126515,Spar,supermarket,47.1556157,9.0379152,0101000020E6100000E80A009F69132240401F1B37EB934740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
42fa0eca-e7ad-4595-a5c4-5b4d070a8cc5,33127154,Unknown,fuel,47.1377584,9.0509476,0101000020E6100000909EC7CD151A2240E95F3711A2914740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
79b5a627-3f5c-4081-abe0-d07c9078352c,33157581,BP,fuel,47.1554377,9.038236,0101000020E6100000490F43AB931322406108EF61E5934740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
0681c0f9-2198-4acf-a01b-9ffe44aa4dda,33593043,Garage Jörg AG,fuel,47.1327975,9.0875692,0101000020E61000001646C4DED52C2240CBBE2B82FF904740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
b1df83ca-40a3-487c-b24f-a2600507660b,34015112,Raiffeisenbank Benken,bank,47.2247244,8.9818078,0101000020E610000059EA0F83AFF621407E4EE6C4C39C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
ffcb870b-6fee-4bda-a1f8-a7e72d129358,34015113,St.Galler Kantonalbank,bank,47.2242781,8.9826133,0101000020E6100000B23A281719F72140C15A1025B59C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
47b68c3d-a485-424f-96e5-3532bf4fe704,34015219,Restaurant Linth,restaurant,47.224309,8.9820506,0101000020E6100000CC081456CFF6214067994528B69C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
81037d0c-fa2a-4a2e-a804-9892c3637e7f,34015354,Hotel Ochsen,hotel,47.2242368,8.9837779,0101000020E61000001C0EA6BCB1F72140A4479DCAB39C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
801eb178-10c2-4261-bf2b-2436a76b4be3,34026947,BP,fuel,47.1782564,9.0513173,0101000020E61000002370DA42461A2240BF26101BD1964740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
26a6b364-fcfa-4145-9ade-0509556c109d,34026948,Unknown,fuel,47.1871045,9.0496605,0101000020E610000057CEDE196D1922409B374E0AF3974740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
304e14cc-82f2-4e27-9553-7b50978cc5f7,34026949,Agrola,fuel,47.2112768,9.0283638,0101000020E6100000D3C732B3850E2240A733411E0B9B4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
f0ddd0f5-7f4f-4a71-b0fe-208e48ecc98e,34039212,Hallenbadrestaurant Geiselweid,restaurant,47.4955184,8.7415564,0101000020E61000006C47CC47AD7B21407B489D256DBF4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
356cf490-f7a5-447b-ac82-c67db13064c3,34040796,Schwimmbadrestaurant Töss,restaurant,47.4830648,8.705704,0101000020E61000001250E10852692140A5EC3E11D5BD4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
743a640c-6a6a-47e9-b16c-f14327740e3c,34078845,Migrol Service Zürcherstrasse,fuel,47.4956958,8.7129812,0101000020E61000005F5331DF0B6D2140DDE1C0F572BF4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
fbb795ce-1c36-46cd-bf11-b9bdf1fdb564,34227829,Sciences II & Sciences III,university,46.1981489,6.1328044,0101000020E6100000430F6BE0FD871840839E72F15C194740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
0635d7f2-2de5-41cf-a610-b39787bb4e6b,35679673,Schulhaus Letzi,school,47.2251092,8.9838657,0101000020E6100000F34FBA3EBDF72140AD03D660D09C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
c39badf1-aaad-4ff9-9507-6cc8714785a0,35679674,Jugendhaus Schlössli,school,47.2253282,8.9842253,0101000020E6100000A5CAE660ECF72140EBEEF08DD79C4740,switzerland,2025-04-30 11:03:11.981737+00,,2025-04-30 11:03:11.981737+00
